eRenyi2,ESSRenyi,VanillaAvgRet,AvgEpLen,ESSClassic,AvgRet,VarJ,VarRet,VarNormIw,MinVanillaIw,AvgDiscRet,AvgNormIw,Bound,BatchSize,MinNormIw,J,VarVanillaIw,VarDiscRet,MaxVanillaIw,MaxNormIw,AvgVanillaIw
1.0000561,499.9719277884974,4999.6946517908455,499.984,499.9731174729261,4999.6946517908455,3.8177712,16.212048936662587,2.1515016e-10,0.94928664,4999.6946517908455,0.002,4811.5073,500,0.0018979468,4999.7046,5.382308e-05,16.212048936662587,1.0093738,0.0020180815,1.0003301
1.0000004,499.9998211861296,4999.862043987737,500.0,499.9997209858344,4999.862043987737,0.13964482,0.019562124443764956,2.0819232e-12,0.9972745,4999.862043987737,0.002,4811.6704,500,0.001994569,4999.863,5.2047335e-07,0.019562124443764956,1.0010382,0.0020020965,0.99999
1.0011863,499.40757694266364,4998.887209256286,499.906,499.32226836785736,4998.887209256286,14.562875,392.200794608356,5.44025e-09,0.73260355,4998.887209256286,0.0019999999,4810.8345,500,0.0014685419,4999.138,0.0013538926,392.200794608356,1.0438169,0.0020923854,0.9977291
1.0,500.0,4999.858229129216,500.0,500.00000664260017,4999.858229129216,0.14691272,0.021626496631817985,5.431875e-20,1.0,4999.858229129216,0.0020000003,4811.6665,500,0.002,4999.859,,0.021626496631817985,1.0,0.002,1.0
1.0048299,497.5966660355216,4989.886995676685,499.004,497.1900838613572,4989.886995676685,201.25867,49797.94209177689,2.2651951e-08,0.87784886,4989.886995676685,0.0019999999,4802.215,500,0.0017549929,4990.861,0.005667537,49797.94209177689,1.4712596,0.0029413379,1.0004016
1.0,500.0,4999.8658367976,500.0,500.00000664260017,4999.8658367976,0.1273739,0.01625525681367664,5.431875e-20,1.0,4999.8658367976,0.0020000003,4811.674,500,0.002,4999.866,,0.01625525681367664,1.0,0.002,1.0
1.0,500.0,4999.854275881408,500.0,500.00000664260017,4999.854275881408,0.16906828,0.028638534844857448,5.431875e-20,1.0,4999.854275881408,0.0020000003,4811.6626,500,0.002,4999.855,,0.028638534844857448,1.0,0.002,1.0
1.0,500.0,4999.880503510192,500.0,500.00000664260017,4999.880503510192,0.14423525,0.020847010364140446,5.431875e-20,1.0,4999.880503510192,0.0020000003,4811.689,500,0.002,4999.8813,,0.020847010364140446,1.0,0.002,1.0
1.0000019,499.9990463275026,4999.861101495507,500.0,499.9999888857278,4999.861101495507,0.14164862,0.02010983430796054,7.740356e-14,0.99950397,4999.861101495507,0.002,4811.6694,500,0.0019990143,4999.862,1.935095e-08,0.02010983430796054,1.0002708,0.002000548,0.99999684
1.0,500.0,4999.871101941299,500.0,500.00000664260017,4999.871101941299,0.15508525,0.024100132578755436,5.431875e-20,1.0,4999.871101941299,0.0020000003,4811.679,500,0.002,4999.8716,,0.024100132578755436,1.0,0.002,1.0
1.0025364,498.7350005380573,4998.198018973368,499.838,498.60351748098526,4998.198018973368,21.999762,1192.809343361304,1.12256835e-08,0.6371323,4998.198018973368,0.0020000003,4810.359,500,0.0012728446,4998.7896,0.0028126864,1192.809343361304,1.0619789,0.002121591,1.0011156
1.0000011,499.99946355877256,4999.867119131613,500.0,499.99942880760716,4999.867119131613,0.15317263,0.023572804053312038,5.0042006e-12,0.9960286,4999.867119131613,0.002,4811.676,500,0.0019920492,4999.868,1.2510609e-06,0.023572804053312038,1.0027807,0.0020055533,1.000004
1.0004125,499.7938529573402,4999.251386757444,499.94,499.76110780236354,4999.251386757444,12.021749,192.38573462849467,1.9154494e-09,0.8579044,4999.251386757444,0.002,4811.103,500,0.0017162495,4999.334,0.0004786164,192.38573462849467,1.0325369,0.0020656043,0.99974316
1.0178543,491.229426281165,4989.539584952199,498.97,491.1795666805475,4989.539584952199,143.91225,49855.90902909436,7.197466e-08,0.4198159,4989.539584952199,0.002,4803.2485,500,0.0008417447,4993.1133,0.017903447,49855.90902909436,1.294647,0.0025958098,0.99748987
1.0,500.0,4999.86550578973,500.0,500.00000664260017,4999.86550578973,0.16116588,0.026026027467549177,5.431875e-20,1.0,4999.86550578973,0.0020000003,4811.6733,500,0.002,4999.8657,,0.026026027467549177,1.0,0.002,1.0
1.0054914,497.26930729857577,4989.892493914081,499.004,497.35791263791975,4989.892493914081,198.69965,49798.067377548585,2.1291111e-08,0.8451414,4989.892493914081,0.002,4802.2734,500,0.001687838,4990.9814,0.0053382087,49798.067377548585,1.2785499,0.0025534013,1.0014485
1.0,500.0,4999.868241479878,500.0,500.00000664260017,4999.868241479878,0.14097504,0.01991247774879616,5.431875e-20,1.0,4999.868241479878,0.0020000003,4811.677,500,0.002,4999.869,,0.01991247774879616,1.0,0.002,1.0
1.0059254,497.05474340016264,4996.954607916875,499.71,496.7044312583639,4996.954607916875,33.051826,4273.543571454816,2.6592462e-08,0.5046943,4996.954607916875,0.0020000003,4809.654,500,0.0010111821,4998.403,0.006624553,4273.543571454816,1.1040204,0.002211964,0.99822634
1.0,500.0,4999.863271784334,500.0,500.00000664260017,4999.863271784334,0.16532716,0.02738796129810488,5.431875e-20,1.0,4999.863271784334,0.0020000003,4811.672,500,0.002,4999.8643,,0.02738796129810488,1.0,0.002,1.0
1.0000017,499.9991655363658,4999.87339794034,500.0,499.99886398269257,4999.87339794034,0.13764986,0.019035492892420344,8.849885e-12,0.9921442,4999.87339794034,0.002,4811.6816,500,0.0019843678,4999.874,2.212293e-06,0.019035492892420344,1.0035136,0.0020071075,0.99995995
1.0106647,494.723917117929,4995.048059089868,499.52,493.5674615376202,4995.048059089868,40.77516,11625.841680612244,5.2235173e-08,0.37609082,4995.048059089868,0.0019999999,4808.8594,500,0.000756132,4998.0522,0.0129227005,11625.841680612244,1.1399832,0.0022919404,0.9947756
1.0,500.0,4999.875156709038,500.0,499.9999433574513,4999.875156709038,0.1425895,0.020372019865930166,6.8833324e-15,0.9998176,4999.875156709038,0.002,4811.684,500,0.0019996378,4999.8765,1.7208148e-09,0.020372019865930166,1.0001005,0.0020002036,0.9999986
1.0000002,499.99988079073887,4999.882262606849,500.0,499.9999616431926,4999.882262606849,0.116178505,0.01352730505857085,1.0883616e-12,0.9981963,4999.882262606849,0.0019999999,4811.6904,500,0.0019964438,4999.883,2.7207525e-07,0.01352730505857085,1.0022179,0.0020044872,0.99997437
1.0,500.0,4999.876293099985,500.0,500.00000664260017,4999.876293099985,0.1231895,0.015206287414328995,5.431875e-20,1.0,4999.876293099985,0.0020000003,4811.684,500,0.002,4999.8765,,0.015206287414328995,1.0,0.002,1.0
1.0,500.0,4999.878360655844,500.0,500.00000664260017,4999.878360655844,0.12629221,0.01597837199810238,5.431875e-20,1.0,4999.878360655844,0.0020000003,4811.6865,500,0.002,4999.879,,0.01597837199810238,1.0,0.002,1.0
1.0,500.0,4999.872968545831,500.0,500.00000664260017,4999.872968545831,0.14024304,0.01970834372698155,5.431875e-20,1.0,4999.872968545831,0.0020000003,4811.681,500,0.002,4999.8735,,0.01970834372698155,1.0,0.002,1.0
1.0,500.0,4999.8761194627805,500.0,500.00000664260017,4999.8761194627805,0.14346835,0.02062421002948309,5.431875e-20,1.0,4999.8761194627805,0.0020000003,4811.684,500,0.002,4999.8765,,0.02062421002948309,1.0,0.002,1.0
1.0,500.0,4999.875600242904,500.0,499.99994185745226,4999.875600242904,0.14674886,0.02158795632339463,7.8357575e-14,0.999346,4999.875600242904,0.002,4811.684,500,0.0019986965,4999.8765,1.9589299e-08,0.02158795632339463,1.0002527,0.0020005098,0.9999978
1.0000014,499.9992847452859,4999.876012374537,500.0,499.9988482303239,4999.876012374537,0.12696712,0.01618892276335321,8.8120865e-12,0.99208146,4999.876012374537,0.002,4811.6846,500,0.0019840538,4999.877,2.2032598e-06,0.01618892276335321,1.0043216,0.0020085326,1.0000551
1.0000001,499.99994039536233,4999.879948804448,500.0,499.99991860714107,4999.879948804448,0.12729448,0.01624092183220451,5.814575e-13,0.9983027,4999.879948804448,0.002,4811.6885,500,0.0019966362,4999.881,1.4535847e-07,0.01624092183220451,1.0010183,0.0020020674,0.99998456
1.0056162,497.2075886824124,4989.90148663249,499.004,497.274985325903,4989.90148663249,198.00066,49798.23052679687,2.1963196e-08,0.8549701,4989.90148663249,0.002,4802.3,500,0.0017130333,4991.0195,0.005470989,49798.23052679687,1.3320713,0.0026689616,0.9981944
1.010474,494.8173001261138,4989.405154635466,498.958,494.8040175164624,4989.405154635466,179.10783,49903.68674707185,4.208819e-08,0.5668323,4989.405154635466,0.002,4802.273,500,0.0011365989,4991.448,0.01046779,49903.68674707185,1.2297589,0.0024658837,0.9974184
1.0228719,488.81978623317997,4990.317875847974,499.048,487.13354251199837,4990.317875847974,61.876778,45507.365968585735,1.0586177e-07,0.2896213,4990.317875847974,0.002,4806.767,500,0.0005798564,4997.099,0.02640944,45507.365968585735,1.2305202,0.0024636486,0.9989414
1.0000001,499.99994039536233,4999.868187925555,500.0,499.9999258434171,4999.868187925555,0.14465763,0.020981391332299454,3.616516e-13,0.9988782,4999.868187925555,0.002,4811.677,500,0.0019977512,4999.869,9.041308e-08,0.020981391332299454,1.0004642,0.0020009233,1.0000026
1.0,500.0,4999.835943958681,499.998,500.00000664260017,4999.835943958681,0.91056496,0.8308094787731357,5.431875e-20,1.0,4999.835943958681,0.0020000003,4811.644,500,0.002,4999.8364,,0.8308094787731357,1.0,0.002,1.0
1.0,500.0,4999.879928669627,500.0,500.00000664260017,4999.879928669627,0.1264364,0.016016298044107462,5.431875e-20,1.0,4999.879928669627,0.0020000003,4811.688,500,0.002,4999.8804,,0.016016298044107462,1.0,0.002,1.0
1.0,500.0,4999.8798930027915,500.0,500.00000664260017,4999.8798930027915,0.1176392,0.013864575285537986,5.431875e-20,1.0,4999.8798930027915,0.0020000003,4811.688,500,0.002,4999.8804,,0.013864575285537986,1.0,0.002,1.0
1.0000023,499.9988675143143,4999.8743847438955,500.0,499.9996764839976,4999.8743847438955,0.13403875,0.01802381033628198,2.1228197e-12,0.995971,4999.8743847438955,0.002,4811.683,500,0.0019920263,4999.8755,5.306592e-07,0.01802381033628198,1.0010933,0.0020022711,0.9999577
1.0074797,496.287931209113,4989.904990785666,499.004,496.34459990985886,4989.904990785666,189.27444,49798.29780732627,2.9517693e-08,0.73577213,4989.904990785666,0.002,4802.5225,500,0.0014758338,4991.417,0.0073365895,49798.29780732627,1.2867135,0.0025809284,0.9970935
1.0,500.0,4999.89017896338,500.0,500.00000664260017,4999.89017896338,0.111767635,0.012516249305351907,5.431875e-20,1.0,4999.89017896338,0.0020000003,4811.698,500,0.002,4999.8906,,0.012516249305351907,1.0,0.002,1.0
1.0009786,499.51118382120274,4999.159582770477,499.93,499.4313357257085,4999.159582770477,11.349283,259.2780233515746,4.5634803e-09,0.70442617,4999.159582770477,0.002,4811.0884,500,0.0014102072,4999.3726,0.0011386788,259.2780233515746,1.0372831,0.0020765613,0.9990392
1.0009109,499.54497538126844,4999.227485129402,499.936,499.4261999624391,4999.227485129402,10.806346,217.8525771951943,4.6044146e-09,0.7324099,4999.227485129402,0.0019999999,4811.1265,500,0.0014649307,4999.4043,0.0011509294,217.8525771951943,1.0322932,0.0020647426,0.9999243
1.0000001,499.99994039536233,4999.873598470962,500.0,499.9998540450512,4999.873598470962,0.1406305,0.019846066633014987,1.0115131e-12,0.9972237,4999.873598470962,0.0019999999,4811.682,500,0.0019944268,4999.8745,2.5288014e-07,0.019846066633014987,1.0008423,0.0020016641,1.0000103
1.0,500.0,4999.871254045447,500.0,500.00000664260017,4999.871254045447,0.12670995,0.016089981265212234,5.431875e-20,1.0,4999.871254045447,0.0020000003,4811.679,500,0.002,4999.8716,,0.016089981265212234,1.0,0.002,1.0
1.0045685,497.7261591438212,4989.892586807953,499.004,497.86679608701,4989.892586807953,202.07228,49798.04777505797,1.7172473e-08,0.897591,4989.892586807953,0.002,4802.2075,500,0.0017977918,4990.829,0.004280663,49798.04777505797,1.3778672,0.0027597407,0.9985483
1.0,500.0,4999.882366287129,500.0,500.00000664260017,4999.882366287129,0.12987824,0.016902181182893602,5.431875e-20,1.0,4999.882366287129,0.0020000003,4811.6904,500,0.002,4999.883,,0.016902181182893602,1.0,0.002,1.0
1.0144762,492.86519468820546,4989.8964422154395,499.004,492.821040908907,4989.8964422154395,158.0937,49798.124302756674,5.838508e-08,0.40184963,4989.8964422154395,0.0020000003,4803.257,500,0.0008062194,4992.806,0.014505161,49798.124302756674,1.3995352,0.0028078475,0.9968741
1.000004,499.99797345029145,4999.8843972876775,500.0,499.9972758724327,4999.8843972876775,0.11873566,0.014170509070072999,2.1394605e-11,0.98847723,4999.8843972876775,0.002,4811.693,500,0.001976901,4999.8853,5.3489425e-06,0.014170509070072999,1.0051119,0.0020101694,1.0000271
1.0,500.0,4999.882434053674,500.0,500.00000664260017,4999.882434053674,0.13283524,0.017681456867426577,5.431875e-20,1.0,4999.882434053674,0.0020000003,4811.6904,500,0.002,4999.883,,0.017681456867426577,1.0,0.002,1.0
1.0,500.0,4999.879367534425,500.0,500.00000664260017,4999.879367534425,0.13101271,0.017196646217175583,5.431875e-20,1.0,4999.879367534425,0.0020000003,4811.6875,500,0.002,4999.88,,0.017196646217175583,1.0,0.002,1.0
1.0000573,499.97133180968757,4999.673935611937,499.982,499.9657934894349,4999.673935611937,4.18377,20.11086425596014,2.7440897e-10,0.93361753,4999.673935611937,0.0019999999,4811.49,500,0.0018673852,4999.688,6.859121e-05,20.11086425596014,1.0097579,0.0020196782,0.99991953
1.0070472,496.5010694004681,4989.906692019216,499.004,495.7749147522185,4989.906692019216,192.89317,49798.32833830542,3.4157058e-08,0.7421117,4989.906692019216,0.0019999999,4802.4014,500,0.0014742687,4991.2554,0.008654972,49798.32833830542,1.5385978,0.003056557,1.0067523
1.0,500.0,4999.880485995823,500.0,500.00000664260017,4999.880485995823,0.117864504,0.013917819205750668,5.431875e-20,1.0,4999.880485995823,0.0020000003,4811.6885,500,0.002,4999.881,,0.013917819205750668,1.0,0.002,1.0
1.0,500.0,4999.876163581619,500.0,500.00000664260017,4999.876163581619,0.12536466,0.015747475081663246,5.431875e-20,1.0,4999.876163581619,0.0020000003,4811.684,500,0.002,4999.8765,,0.015747475081663246,1.0,0.002,1.0
1.0003604,499.81988006860644,4999.28795104056,499.944,499.7843798771228,4999.28795104056,11.561102,172.04993136453552,1.7289773e-09,0.88141775,4999.28795104056,0.002,4811.1323,500,0.0017641108,4999.3584,0.00043161964,172.04993136453552,1.0265371,0.0020545593,0.9992771
1.0000019,499.9990463275026,4999.88356691375,500.0,499.9999931430195,4999.88356691375,0.13063507,0.01710560503283561,1.0326268e-13,0.9993193,4999.88356691375,0.002,4811.692,500,0.001998654,4999.8843,2.5814938e-08,0.01710560503283561,1.000269,0.0020005535,0.9999923
1.0,500.0,4999.887540373716,500.0,500.00000664260017,4999.887540373716,0.110916436,0.01232769834747003,5.431875e-20,1.0,4999.887540373716,0.0020000003,4811.6953,500,0.002,4999.8877,,0.01232769834747003,1.0,0.002,1.0
1.0,500.0,4999.875602607133,500.0,500.00000664260017,4999.875602607133,0.1362434,0.018598005812091558,5.431875e-20,1.0,4999.875602607133,0.0020000003,4811.6836,500,0.002,4999.876,,0.018598005812091558,1.0,0.002,1.0
1.0000001,499.99994039536233,4999.877102490694,500.0,499.9999685925707,4999.877102490694,0.12110562,0.014701165324827866,4.2693174e-13,0.998533,4999.877102490694,0.0019999999,4811.6855,500,0.0019970122,4999.878,1.0673865e-07,0.014701165324827866,1.0006726,0.0020012914,1.000027
1.0,500.0,4999.87861913056,500.0,500.0000419137744,4999.87861913056,0.118761286,0.014130159219538587,1.537229e-14,0.9998169,4999.87861913056,0.002,4811.687,500,0.0019996352,4999.8794,3.8430605e-09,0.014130159219538587,1.0002441,0.0020004897,0.9999993
1.0000005,499.9997615815346,4999.887867033469,500.0,499.99980624916935,4999.887867033469,0.106965,0.011467342623285574,1.5365229e-12,0.9980979,4999.887867033469,0.002,4811.6963,500,0.0019961328,4999.8887,3.841563e-07,0.011467342623285574,1.0019392,0.002003815,1.0000316
1.0,500.0,4999.885180785656,500.0,500.00000664260017,4999.885180785656,0.11601537,0.013487122958174185,5.431875e-20,1.0,4999.885180785656,0.0020000003,4811.693,500,0.002,4999.8853,,0.013487122958174185,1.0,0.002,1.0
1.0036237,498.194679989538,4997.938844333246,499.81,498.2332493379611,4997.938844333246,17.907158,1062.0749830680277,1.4211986e-08,0.51820034,4997.938844333246,0.002,4810.244,500,0.0010325428,4998.777,0.003579596,1062.0749830680277,1.0850571,0.0021620363,1.0037363
1.0,500.0,4999.882669159373,500.0,500.00000664260017,4999.882669159373,0.1231773,0.015205535860852201,5.431875e-20,1.0,4999.882669159373,0.0020000003,4811.691,500,0.002,4999.8833,,0.015205535860852201,1.0,0.002,1.0
1.0,500.0,4999.8728681606835,500.0,500.00000664260017,4999.8728681606835,0.12691067,0.016137578852936735,5.431875e-20,1.0,4999.8728681606835,0.0020000003,4811.6807,500,0.002,4999.873,,0.016137578852936735,1.0,0.002,1.0
1.0,500.0,4999.882774993953,500.0,499.9999971354788,4999.882774993953,0.12357405,0.015301585009105655,4.244758e-14,0.9994537,4999.882774993953,0.002,4811.691,500,0.0019989044,4999.8833,1.0611851e-08,0.015301585009105655,1.000202,0.0020004008,1.0000015
1.0,500.0,4999.886698238842,500.0,500.00000664260017,4999.886698238842,0.117780745,0.01390235787564247,5.431875e-20,1.0,4999.886698238842,0.0020000003,4811.695,500,0.002,4999.887,,0.01390235787564247,1.0,0.002,1.0
1.0011036,499.44878853746894,4998.941069924271,499.908,499.33143323361503,4998.941069924271,16.193178,442.2605801139203,5.366769e-09,0.7686273,4998.941069924271,0.002,4810.862,500,0.001540824,4999.1577,0.0013354833,442.2605801139203,1.0469661,0.002098794,0.99768347
1.0,500.0,4999.877024651935,500.0,500.00000664260017,4999.877024651935,0.1470896,0.02168026019141932,5.431875e-20,1.0,4999.877024651935,0.0020000003,4811.685,500,0.002,4999.8774,,0.02168026019141932,1.0,0.002,1.0
1.0020167,498.99369759771105,4998.816532568951,499.896,498.892850461938,4998.816532568951,13.902761,562.0990683341811,8.8951575e-09,0.58597946,4998.816532568951,0.0019999999,4810.8745,500,0.0011729663,4999.2563,0.002219971,562.0990683341811,1.0605823,0.002122988,0.9991411
1.0,500.0,4999.88232693219,500.0,500.00000664260017,4999.88232693219,0.11817913,0.013995283283574038,5.431875e-20,1.0,4999.88232693219,0.0020000003,4811.6904,500,0.002,4999.883,,0.013995283283574038,1.0,0.002,1.0
1.0002209,499.8895769851025,4999.417514835639,499.956,499.8707055900593,4999.417514835639,9.362144,105.98569036531744,1.0365138e-09,0.894778,4999.417514835639,0.002,4811.2466,500,0.0017910617,4999.4595,0.00025869295,105.98569036531744,1.0196913,0.0020410987,0.9991593
1.0,500.0,4999.876851658831,500.0,500.00000664260017,4999.876851658831,0.122455634,0.015021284230955341,5.431875e-20,1.0,4999.876851658831,0.0020000003,4811.685,500,0.002,4999.8774,,0.015021284230955341,1.0,0.002,1.0
1.0040349,497.9906689914045,4997.886955752039,499.802,497.76384033876985,4997.886955752039,20.475307,2000.6174041645868,1.8005965e-08,0.4574105,4997.886955752039,0.0019999999,4810.401,500,0.0009154506,4998.972,0.0044953013,2000.6174041645868,1.0676136,0.0021366966,0.9993123
1.0,500.0,4999.882355690365,500.0,500.00000664260017,4999.882355690365,0.13276461,0.017660090904170873,5.431875e-20,1.0,4999.882355690365,0.0020000003,4811.6904,500,0.002,4999.883,,0.017660090904170873,1.0,0.002,1.0
1.0,500.0,4999.891294470483,500.0,499.999905815882,4999.891294470483,0.108946994,0.011894718932868175,1.6956608e-13,0.9989534,4999.891294470483,0.0020000003,4811.6997,500,0.001997869,4999.892,4.2393292e-08,0.011894718932868175,1.0007024,0.0020013668,1.000019
1.0,500.0,4999.886888964126,500.0,500.00000664260017,4999.886888964126,0.11859215,0.014090785514209909,5.431875e-20,1.0,4999.886888964126,0.0020000003,4811.6953,500,0.002,4999.8877,,0.014090785514209909,1.0,0.002,1.0
1.0,500.0,4999.863440739066,500.0,500.00000664260017,4999.863440739066,0.1291944,0.016725431147401524,5.431875e-20,1.0,4999.863440739066,0.0020000003,4811.6714,500,0.002,4999.864,,0.016725431147401524,1.0,0.002,1.0
