MaxNormIw,BatchSize,AvgDiscRet,eRenyi2,MaxVanillaIw,ESSClassic,AvgEpLen,AvgVanillaIw,VarVanillaIw,VarNormIw,VarDiscRet,AvgNormIw,VarJ,Bound,MinVanillaIw,AvgRet,MinNormIw,VarRet,ESSRenyi,VanillaAvgRet,J
0.0020057322,500,4999.927195337681,1.0000037,1.0028619,499.99892702131257,500.0,0.9999958,2.1789308e-06,8.715792e-12,0.005855443795926779,0.002,0.07635305,4811.7354,0.9932523,4999.927195337681,0.001986513,0.005855443795926779,499.9981522628403,4999.927195337681,4999.9277
0.002006648,500,4999.927677772783,1.0000007,1.0032994,499.99957340884373,500.0,0.9999753,8.7116655e-07,3.4848196e-12,0.005519550558445813,0.002,0.07419658,4811.7363,0.99631464,4999.927677772783,0.0019926785,0.005519550558445813,499.99964237238714,4999.927677772783,4999.9287
0.002,500,4999.924061307392,1.0,1.0,500.00000664260017,500.0,1.0,,5.431875e-20,0.006730463445829386,0.0020000003,0.08196612,4811.7324,1.0,4999.924061307392,0.002,0.006730463445829386,500.0,4999.924061307392,4999.925
0.002,500,4999.923203433453,1.0,1.0,500.00000664260017,500.0,1.0,,5.431875e-20,0.0060480764740160845,0.0020000003,0.07768766,4811.7314,1.0,4999.923203433453,0.002,0.0060480764740160845,500.0,4999.923203433453,4999.924
0.0020031394,500,4999.9288634506,1.0000005,1.0015091,499.999656735087,500.0,0.9999395,6.558778e-07,2.6238334e-12,0.005603360511285695,0.002,0.07474833,4811.737,0.9962592,4999.9288634506,0.001992639,0.005603360511285695,499.9997615815346,4999.9288634506,4999.929
0.0021610418,500,4997.816146810935,1.004524,1.0802662,497.39904928755175,499.794,0.99976426,0.0052370955,2.0958261e-08,1209.2843487475402,0.002,14.386622,4810.4053,0.3845694,4997.816146810935,0.0007693202,1209.2843487475402,497.74819089834784,4997.816146810935,4999.0225
0.0021798196,500,4996.92586624464,1.0061392,1.0887156,496.72341849996405,499.702,0.9989043,0.0065951776,2.6438618e-08,4500.84111062231,0.002,30.860222,4809.778,0.4594494,4996.92586624464,0.0009199068,4500.84111062231,496.9491500522446,4996.92586624464,4998.547
0.002,500,4999.921547282877,1.0,1.0,500.00000664260017,500.0,1.0,,5.431875e-20,0.013617340355156188,0.0020000003,0.116583906,4811.7295,1.0,4999.921547282877,0.002,0.013617340355156188,500.0,4999.921547282877,4999.922
0.002,500,4999.922404391931,1.0,1.0,500.00000664260017,500.0,1.0,,5.431875e-20,0.006258303181508843,0.0020000003,0.0790364,4811.7305,1.0,4999.922404391931,0.002,0.006258303181508843,500.0,4999.922404391931,4999.923
0.002001161,500,4999.9188532976195,1.0,1.0005727,499.99993210739655,500.0,0.99999225,6.489528e-08,2.5958502e-13,0.006837036820361039,0.002,0.08257897,4811.727,0.9984534,4999.9188532976195,0.0019969223,0.006837036820361039,500.0,4999.9188532976195,4999.9194
0.002,500,4999.924122822721,1.0,1.0,500.00000664260017,500.0,1.0,,5.431875e-20,0.007536570336531482,0.0020000003,0.08672097,4811.732,1.0,4999.924122822721,0.002,0.007536570336531482,500.0,4999.924122822721,4999.9243
0.002,500,4999.924509479737,1.0,1.0,500.00000664260017,500.0,1.0,,5.431875e-20,0.006242949663321169,0.0020000003,0.07894393,4811.733,1.0,4999.924509479737,0.002,0.006242949663321169,500.0,4999.924509479737,4999.9253
0.00201705,500,4999.777386696779,1.0000553,1.008034,499.9601896893397,499.988,0.9995131,7.980369e-05,3.1952568e-10,10.29187541553449,0.0019999999,2.910957,4811.5938,0.9076208,4999.777386696779,0.0018161259,10.29187541553449,499.97234497450967,4999.777386696779,4999.791
0.002,500,4999.928330696695,1.0,1.0,500.00000664260017,500.0,1.0,,5.431875e-20,0.005349400600147928,0.0020000003,0.07306668,4811.737,1.0,4999.928330696695,0.002,0.005349400600147928,500.0,4999.928330696695,4999.929
0.0027244533,500,4989.947303161379,1.0056003,1.3635335,497.08560356988284,499.004,1.0009593,0.0058860783,2.3499206e-08,49799.14415176013,0.0019999999,197.97331,4802.349,0.8541257,4989.947303161379,0.0017066143,49799.14415176013,497.21542792457717,4989.947303161379,4991.0674
0.002,500,4999.919681130743,1.0,1.0,500.00000664260017,500.0,1.0,,5.431875e-20,0.009533142576966283,0.0020000003,0.09754575,4811.7275,1.0,4999.919681130743,0.002,0.009533142576966283,500.0,4999.919681130743,4999.92
0.002,500,4999.924013844598,1.0,1.0,500.00000664260017,500.0,1.0,,5.431875e-20,0.006826086064821315,0.0020000003,0.082536906,4811.732,1.0,4999.924013844598,0.002,0.006826086064821315,500.0,4999.924013844598,4999.9243
0.002,500,4999.924180426145,1.0,1.0,500.00000664260017,500.0,1.0,,5.431875e-20,0.00643598874741225,0.0020000003,0.08014527,4811.7324,1.0,4999.924180426145,0.002,0.00643598874741225,500.0,4999.924180426145,4999.925
0.002,500,4999.9303461704385,1.0,1.0,500.00000664260017,500.0,1.0,,5.431875e-20,0.005201509547733789,0.0020000003,0.07204841,4811.7383,1.0,4999.9303461704385,0.002,0.005201509547733789,500.0,4999.9303461704385,4999.9307
0.0020009947,500,4999.924276687644,1.0000019,1.0004926,499.99993735744,500.0,0.99999523,4.1649812e-08,1.6660157e-13,0.005014085887536385,0.002,0.070742965,4811.733,0.9990862,4999.924276687644,0.001998182,0.005014085887536385,499.9990463275026,4999.924276687644,4999.9253
0.002,500,4999.925164312855,1.0,1.0,500.00000664260017,500.0,1.0,,5.431875e-20,0.005564135921054437,0.0020000003,0.07453235,4811.7334,1.0,4999.925164312855,0.002,0.005564135921054437,500.0,4999.925164312855,4999.926
0.0020033095,500,4999.920418559142,1.0000004,1.0016617,499.99976274621474,500.0,1.0000068,4.8873096e-07,1.9548963e-12,0.0061779301413341006,0.002,0.0784884,4811.7285,0.99765337,4999.920418559142,0.0019952932,0.0061779301413341006,499.9998211861296,4999.920418559142,4999.921
0.002,500,4999.914918009083,1.0,1.0,500.00000664260017,500.0,1.0,,5.431875e-20,0.008310537930336847,0.0020000003,0.09107308,4811.723,1.0,4999.914918009083,0.002,0.008310537930336847,500.0,4999.914918009083,4999.9155
0.002,500,4999.925293665303,1.0,1.0,500.00000664260017,500.0,1.0,,5.431875e-20,0.005488408186861865,0.0020000003,0.07399722,4811.733,1.0,4999.925293665303,0.002,0.005488408186861865,500.0,4999.925293665303,4999.9253
0.002,500,4999.928948683125,1.0,1.0,500.00000664260017,500.0,1.0,,5.431875e-20,0.005628091820507463,0.0020000003,0.07495015,4811.7373,1.0,4999.928948683125,0.002,0.005628091820507463,500.0,4999.928948683125,4999.9297
0.002,500,4999.920250074398,1.0,1.0,500.00000664260017,500.0,1.0,,5.431875e-20,0.006664520218278727,0.0020000003,0.081547074,4811.7285,1.0,4999.920250074398,0.002,0.006664520218278727,500.0,4999.920250074398,4999.921
0.0021694985,500,4997.307213549673,1.0051682,1.0883195,497.45630696577774,499.74,1.0032914,0.005157527,2.0494975e-08,3432.338397243784,0.002,28.298712,4809.985,0.48459733,4997.307213549673,0.0009660151,3432.338397243784,497.4291867064866,4997.307213549673,4998.6626
0.0020603787,500,4999.289189345462,1.0005019,1.0310682,499.76059273046553,499.938,1.0008532,0.00048078434,1.9198605e-09,204.97481615566645,0.002,12.3086405,4811.14,0.8551355,4999.289189345462,0.0017088131,204.97481615566645,499.74919031962804,4999.289189345462,4999.3794
0.002,500,4999.922506675364,1.0,1.0,500.00000664260017,500.0,1.0,,5.431875e-20,0.005744175879359688,0.0020000003,0.075716496,4811.7305,1.0,4999.922506675364,0.002,0.005744175879359688,500.0,4999.922506675364,4999.923
0.0020063675,500,4999.921113311656,1.0000021,1.0031817,499.9998080298724,500.0,0.9999979,3.1067498e-07,1.2427071e-12,0.005170832458667318,0.002,0.07182518,4811.7295,0.99899924,4999.921113311656,0.0019980026,0.005170832458667318,499.9989271186962,4999.921113311656,4999.922
0.002,500,4999.924659815982,1.0,1.0,500.00000664260017,500.0,1.0,,5.431875e-20,0.005958317280438935,0.0020000003,0.07711828,4811.733,1.0,4999.924659815982,0.002,0.005958317280438935,500.0,4999.924659815982,4999.9253
0.002,500,4999.923773220237,1.0,1.0,500.00000664260017,500.0,1.0,,5.431875e-20,0.0059450969187676995,0.0020000003,0.07703777,4811.732,1.0,4999.923773220237,0.002,0.0059450969187676995,500.0,4999.923773220237,4999.9243
0.0020187018,500,4999.607416513874,1.0000445,1.0093039,499.9759312989902,499.97,0.9999535,4.8417365e-05,1.9368737e-10,51.32793185757396,0.002,6.894256,4811.424,0.960502,4999.607416513874,0.0019210934,51.32793185757396,499.97776845602584,4999.607416513874,4999.62
0.0020237432,500,4999.623168555964,1.0000846,1.0118741,499.95749817137556,499.972,1.0000024,8.510922e-05,3.4043524e-10,45.06715492493236,0.0020000003,6.3647966,4811.439,0.94894797,4999.623168555964,0.0018978913,45.06715492493236,499.95768428375226,4999.623168555964,4999.639
0.002,500,4999.929236387048,1.0,1.0,500.00000664260017,500.0,1.0,,5.431875e-20,0.005416744035677762,0.0020000003,0.07353713,4811.7373,1.0,4999.929236387048,0.002,0.005416744035677762,500.0,4999.929236387048,4999.9297
0.002004294,500,4999.925085103489,1.0000006,1.0021559,499.9985965847696,500.0,1.000009,2.909601e-06,1.1638181e-11,0.007972450060201938,0.002,0.08863866,4811.7334,0.9800183,4999.925085103489,0.001960019,0.007972450060201938,499.99970197695376,4999.925085103489,4999.926
0.002,500,4999.922296047408,1.0,1.0,500.00000664260017,500.0,1.0,,5.431875e-20,0.006800716395650578,0.0020000003,0.08238637,4811.7305,1.0,4999.922296047408,0.002,0.006800716395650578,500.0,4999.922296047408,4999.923
0.002,500,4999.927307882843,1.0,1.0,500.00000664260017,500.0,1.0,,5.431875e-20,0.005776570008847542,0.0020000003,0.0759213,4811.7354,1.0,4999.927307882843,0.002,0.005776570008847542,500.0,4999.927307882843,4999.9277
0.0020008786,500,4999.923838540392,1.0,1.000454,499.9999593501056,500.0,1.0000147,7.136013e-08,2.8543555e-13,0.006827227088883381,0.002,0.08252749,4811.7324,0.9987702,4999.923838540392,0.001997511,0.006827227088883381,500.0,4999.923838540392,4999.925
0.002,500,4999.9265083012115,1.0,1.0,500.00000664260017,500.0,1.0,,5.431875e-20,0.0058235302613076825,0.0020000003,0.076239005,4811.7344,1.0,4999.9265083012115,0.002,0.0058235302613076825,500.0,4999.9265083012115,4999.927
0.002,500,4999.917370347207,1.0,1.0,500.00000664260017,500.0,1.0,,5.431875e-20,0.014456481647317887,0.0020000003,0.12011589,4811.725,1.0,4999.917370347207,0.002,0.014456481647317887,500.0,4999.917370347207,4999.9175
0.002004776,500,4999.9239520419405,1.0000006,1.0024005,499.99969970587523,500.0,1.0000125,6.139794e-07,2.455843e-12,0.0064840532342526165,0.0019999999,0.08042091,4811.7324,0.99780893,4999.9239520419405,0.0019955928,0.0064840532342526165,499.99970197695376,4999.9239520419405,4999.925
0.002,500,4999.929330461223,1.0,1.0,500.00000664260017,500.0,1.0,,5.431875e-20,0.005904045520875752,0.0020000003,0.07677198,4811.738,1.0,4999.929330461223,0.002,0.005904045520875752,500.0,4999.929330461223,4999.93
0.0020133492,500,4999.923266808055,1.0000087,1.0067412,499.9957119042482,500.0,1.0000662,8.593229e-06,3.436831e-11,0.0060022556117856765,0.002,0.07725773,4811.7314,0.9890481,4999.923266808055,0.0019779655,0.0060022556117856765,499.9956488987959,4999.923266808055,4999.9243
0.002,500,4999.925787694945,1.0,1.0,500.00000664260017,500.0,1.0,,5.431875e-20,0.0058369818254474315,0.0020000003,0.07633369,4811.7344,1.0,4999.925787694945,0.002,0.0058369818254474315,500.0,4999.925787694945,4999.927
0.002752214,500,4989.946250466313,1.0164484,1.3666956,491.38901416263207,499.004,0.9931609,0.01731963,7.023594e-08,49799.117562478285,0.002,151.67926,4803.407,0.3516546,4989.946250466313,0.0007081523,49799.117562478285,491.9088962559111,4989.946250466313,4993.1406
0.002,500,4999.915792828934,1.0,1.0,500.00000664260017,500.0,1.0,,5.431875e-20,0.007335068946073791,0.0020000003,0.08555856,4811.7236,1.0,4999.915792828934,0.002,0.007335068946073791,500.0,4999.915792828934,4999.916
0.002,500,4999.923632544919,1.0,1.0,500.00000664260017,500.0,1.0,,5.431875e-20,0.006211352931134276,0.0020000003,0.07874867,4811.732,1.0,4999.923632544919,0.002,0.006211352931134276,500.0,4999.923632544919,4999.9243
0.0020049997,500,4999.926452742262,1.0000024,1.0024931,499.9997755150046,500.0,0.99999326,5.517268e-07,2.206932e-12,0.0053455619534255065,0.002,0.07302187,4811.735,0.99753827,4999.926452742262,0.00199509,0.0053455619534255065,499.99880790994666,4999.926452742262,4999.9272
0.0020033484,500,4999.927453018965,1.0000007,1.0016742,499.9995801467445,500.0,1.0,7.803467e-07,3.1214055e-12,0.00554407473598959,0.002,0.07435178,4811.7354,0.99471647,4999.927453018965,0.0019894328,0.00554407473598959,499.99964237238714,4999.927453018965,4999.9277
0.0020042884,500,4999.921362575399,1.0000005,1.0022088,499.99980296856927,500.0,1.0000645,5.0771627e-07,2.0305908e-12,0.006029660658589979,0.0019999999,0.077547505,4811.73,0.9967581,4999.921362575399,0.0019933877,0.006029660658589979,499.9997615815346,4999.921362575399,4999.9224
0.002020806,500,4999.922846201869,1.0000012,1.010417,499.99895853893025,500.0,1.0000138,2.0433745e-06,8.173272e-12,0.007934484258784763,0.002,0.089281976,4811.7314,0.9978569,4999.922846201869,0.0019956862,0.007934484258784763,499.9994039542628,4999.922846201869,4999.924
0.002001002,500,4999.925305822247,1.0000001,1.0005121,499.9998555451062,500.0,1.0000111,9.226798e-08,3.6906315e-13,0.005925004027643574,0.002,0.076893516,4811.734,0.99852455,4999.925305822247,0.0019970268,0.005925004027643574,499.99994039536233,4999.925305822247,4999.9263
0.002,500,4999.922929769378,1.0,1.0,500.00000664260017,500.0,1.0,,5.431875e-20,0.005988591879182719,0.0020000003,0.07731451,4811.731,1.0,4999.922929769378,0.002,0.005988591879182719,500.0,4999.922929769378,4999.9233
0.002,500,4999.928513126085,1.0,1.0,500.00000664260017,500.0,1.0,,5.431875e-20,0.005334223505384806,0.0020000003,0.0729746,4811.737,1.0,4999.928513126085,0.002,0.005334223505384806,500.0,4999.928513126085,4999.929
0.002,500,4999.928338773241,1.0,1.0,500.00000664260017,500.0,1.0,,5.431875e-20,0.005165514244078818,0.0020000003,0.07180716,4811.7363,1.0,4999.928338773241,0.002,0.005165514244078818,500.0,4999.928338773241,4999.9287
0.002,500,4999.919481144603,1.0,1.0,500.00000664260017,500.0,1.0,,5.431875e-20,0.006646167426979729,0.0020000003,0.08144349,4811.728,1.0,4999.919481144603,0.002,0.006646167426979729,500.0,4999.919481144603,4999.9204
0.002,500,4999.928904739471,1.0,1.0,500.00000664260017,500.0,1.0,,5.431875e-20,0.005308695167992293,0.0020000003,0.07278587,4811.7373,1.0,4999.928904739471,0.002,0.005308695167992293,500.0,4999.928904739471,4999.9297
0.002467011,500,4989.948133639473,1.0077455,1.2294188,496.2425175026134,499.004,0.9966868,0.0075368765,3.0348275e-08,49799.16272922821,0.0019999999,189.11803,4802.5474,0.73085093,4989.948133639473,0.0014665609,49799.16272922821,496.1570136777522,4989.948133639473,4991.467
0.002190413,500,4996.84846798772,1.0070732,1.0991731,496.68628718579765,499.694,1.0036218,0.0067337346,2.6740887e-08,4744.209192093216,0.0019999999,25.437887,4809.9355,0.37055427,4996.84846798772,0.000738434,4744.209192093216,496.488257140023,4996.84846798772,4998.792
0.002,500,4999.928110921299,1.0,1.0,500.00000664260017,500.0,1.0,,5.431875e-20,0.0055369848222542924,0.0020000003,0.074338675,4811.7363,1.0,4999.928110921299,0.002,0.0055369848222542924,500.0,4999.928110921299,4999.9287
0.002,500,4999.927717377731,1.0,1.0,500.00000664260017,500.0,1.0,,5.431875e-20,0.005373017132795489,0.0020000003,0.0732363,4811.736,1.0,4999.927717377731,0.002,0.005373017132795489,500.0,4999.927717377731,4999.928
0.002,500,4999.9277883999885,1.0,1.0,500.00000664260017,500.0,1.0,,5.431875e-20,0.005733391543562215,0.0020000003,0.075644985,4811.736,1.0,4999.9277883999885,0.002,0.005733391543562215,500.0,4999.9277883999885,4999.928
0.002,500,4999.928322604809,1.0,1.0,500.00000664260017,500.0,1.0,,5.431875e-20,0.00605676344865332,0.0020000003,0.07775648,4811.737,1.0,4999.928322604809,0.002,0.00605676344865332,500.0,4999.928322604809,4999.929
0.002,500,4999.929989917414,1.0,1.0,500.00000664260017,500.0,1.0,,5.431875e-20,0.005949383536202542,0.0020000003,0.07705961,4811.738,1.0,4999.929989917414,0.002,0.005949383536202542,500.0,4999.929989917414,4999.93
0.002,500,4999.932430872079,1.0,1.0,500.00000664260017,500.0,1.0,,5.431875e-20,0.005045601536966589,0.0020000003,0.07097125,4811.7407,1.0,4999.932430872079,0.002,0.005045601536966589,500.0,4999.932430872079,4999.933
0.002,500,4999.928101168113,1.0,1.0,500.00000664260017,500.0,1.0,,5.431875e-20,0.004754186296630205,0.0020000003,0.06888425,4811.7363,1.0,4999.928101168113,0.002,0.004754186296630205,500.0,4999.928101168113,4999.9287
0.002,500,4999.922876176992,1.0,1.0,500.00000664260017,500.0,1.0,,5.431875e-20,0.006095934825114827,0.0020000003,0.078004435,4811.731,1.0,4999.922876176992,0.002,0.006095934825114827,500.0,4999.922876176992,4999.9233
0.002,500,4999.931211449589,1.0,1.0,500.00000664260017,500.0,1.0,,5.431875e-20,0.005351973936300219,0.0020000003,0.07309457,4811.7397,1.0,4999.931211449589,0.002,0.005351973936300219,500.0,4999.931211449589,4999.932
0.002,500,4999.929172442033,1.0,1.0,500.00000664260017,500.0,1.0,,5.431875e-20,0.006726033421650795,0.0020000003,0.08194116,4811.738,1.0,4999.929172442033,0.002,0.006726033421650795,500.0,4999.929172442033,4999.93
0.002,500,4999.923101566307,1.0,1.0,500.00000664260017,500.0,1.0,,5.431875e-20,0.0057821071818351675,0.0020000003,0.07597455,4811.731,1.0,4999.923101566307,0.002,0.0057821071818351675,500.0,4999.923101566307,4999.9233
0.002,500,4999.924200004329,1.0,1.0,500.00000664260017,500.0,1.0,,5.431875e-20,0.005296896047508409,0.0020000003,0.07270744,4811.7324,1.0,4999.924200004329,0.002,0.005296896047508409,500.0,4999.924200004329,4999.925
0.0020034024,500,4999.926337906602,1.0000006,1.0016978,499.99965944492385,500.0,0.9999966,7.1501626e-07,2.8600822e-12,0.005679970052790121,0.0019999999,0.07526521,4811.735,0.9970489,4999.926337906602,0.0019941046,0.005679970052790121,499.99970197695376,4999.926337906602,4999.9272
0.002,500,4999.92758424204,1.0,1.0,500.00000664260017,500.0,1.0,,5.431875e-20,0.00516162697260641,0.0020000003,0.07176544,4811.736,1.0,4999.92758424204,0.002,0.00516162697260641,500.0,4999.92758424204,4999.928
0.002,500,4999.9300761365785,1.0,1.0,500.00000664260017,500.0,1.0,,5.431875e-20,0.0053065728629135105,0.0020000003,0.072792634,4811.7383,1.0,4999.9300761365785,0.002,0.0053065728629135105,500.0,4999.9300761365785,4999.9307
0.0020030632,500,4999.925494862767,1.000002,1.0015376,499.99993184342355,500.0,1.000006,1.4939896e-07,5.9759435e-13,0.005463885421633438,0.0019999999,0.07383556,4811.734,0.99868315,4999.925494862767,0.0019973544,0.005463885421633438,499.9989867230923,4999.925494862767,4999.9263
0.002,500,4999.925189412368,1.0,1.0,500.00000664260017,500.0,1.0,,5.431875e-20,0.005582756733787687,0.0020000003,0.074646644,4811.7334,1.0,4999.925189412368,0.002,0.005582756733787687,500.0,4999.925189412368,4999.926
0.0020090425,500,4999.91957712322,1.0000026,1.0044603,499.9978528415975,500.0,0.9999393,4.256679e-06,1.7028812e-11,0.006562613449175472,0.002,0.08081366,4811.728,0.9920559,4999.91957712322,0.001984232,0.006562613449175472,499.99868870125397,4999.91957712322,4999.9204
0.002,500,4999.921537322545,1.0,1.0,500.00000664260017,500.0,1.0,,5.431875e-20,0.006001322447657762,0.0020000003,0.07739302,4811.7295,1.0,4999.921537322545,0.002,0.006001322447657762,500.0,4999.921537322545,4999.922
